description,Category,Skill,cleaned_text,assigned_to
Create user manuals,documentation,sphinx,create user manuals,Charlie
Write release notes,documentation,api documentation,write release notes,David
Maintain project wiki,documentation,api documentation,maintain project wiki,Alice
Write release notes,documentation,sphinx,write release notes,Bob
Create user manuals,documentation,sphinx,create user manuals,Charlie
Write API documentation,documentation,sphinx,write api documentation,David
Document code for open-source project,documentation,sphinx,document code opensource project,Alice
Prepare technical guides,documentation,technical writing,prepare technical guides,Bob
Create user manuals,documentation,sphinx,create user manuals,Charlie
Write API documentation,documentation,confluence,write api documentation,David
Document code for open-source project,documentation,sphinx,document code opensource project,Alice
Write API documentation,documentation,user manuals,write api documentation,Bob
Prepare technical guides,documentation,markdown,prepare technical guides,Charlie
Create user manuals,documentation,asciidoc,create user manuals,David
Prepare technical guides,documentation,confluence,prepare technical guides,Alice
Prepare technical guides,documentation,readthedocs,prepare technical guides,Bob
Document code for open-source project,documentation,sphinx,document code opensource project,Charlie
Prepare technical guides,documentation,markdown,prepare technical guides,David
Write API documentation,documentation,asciidoc,write api documentation,Alice
Write API documentation,documentation,technical writing,write api documentation,Bob
Create user manuals,documentation,user manuals,create user manuals,Charlie
Create user manuals,documentation,confluence,create user manuals,David
Create user manuals,documentation,markdown,create user manuals,Alice
Write release notes,documentation,asciidoc,write release notes,Bob
Write API documentation,documentation,markdown,write api documentation,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Write API documentation,documentation,api documentation,write api documentation,Alice
Document code for open-source project,documentation,confluence,document code opensource project,Bob
Create user manuals,documentation,technical writing,create user manuals,Charlie
Prepare technical guides,documentation,asciidoc,prepare technical guides,David
Write release notes,documentation,sphinx,write release notes,Alice
Create user manuals,documentation,asciidoc,create user manuals,Bob
Write release notes,documentation,confluence,write release notes,Charlie
Document code for open-source project,documentation,asciidoc,document code opensource project,David
Document code for open-source project,documentation,api documentation,document code opensource project,Alice
Document code for open-source project,documentation,sphinx,document code opensource project,Bob
Write API documentation,documentation,asciidoc,write api documentation,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Document code for open-source project,documentation,asciidoc,document code opensource project,Alice
Prepare technical guides,documentation,asciidoc,prepare technical guides,Bob
Write release notes,documentation,api documentation,write release notes,Charlie
Maintain project wiki,documentation,confluence,maintain project wiki,David
Write API documentation,documentation,technical writing,write api documentation,Alice
